plan_id	split_id	source_roi	reference_arm	candidate_arm	metric	reference_value	estimate	absolute_error	relative_error	percentage_point_error	interval_kind	interval_low	interval_high	effect_reference	effect_estimate	effect_resolution	prediction_verdict	validation_verdict	test_set_previously_seen	scope
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	31696.6666667	9476.66666667	0.426492649265	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	3946.66666667	11744.3333333	0.748475771674	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	3946.66666667	11849.3333333	0.750147716722	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	986.666666667	3147.33333333	0.761328817933	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	45190598.6667	17299639.3333	0.276837469131	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	42519421	51648734	0.548473462181	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	273282.333333	846244.666667	0.755894825821	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	273282.333333	846244.666667	0.755894825821	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	32985.3333333	12241.6666667	0.270671648941	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	5478.33333333	15337.6666667	0.736821035101	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	5478.33333333	15420.6666667	0.737866245594	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	1672.33333333	6956.66666667	0.806196160235	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	27040895	7523731	0.217671413543	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	55594041.6667	20421351.3333	0.268647579489	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	125800	67853	1.17094931575	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	125800	67853	1.17094931575	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	36815	14595	0.656840684068	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	4933.33333333	10757.6666667	0.685594714592	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	4933.33333333	10862.6666667	0.687684645902	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	1233.33333333	2900.66666667	0.701661022416	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	100996437.217	38506199.2174	0.616195432275	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	155531964.348	61363809.3478	0.651640773336	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	476938.434783	642588.565217	0.573982195353	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	476938.434783	642588.565217	0.573982195353	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	63904.6956522	18677.6956522	0.412976665535	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	23618.2608696	2802.26086957	0.134620526017	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	23618.2608696	2719.26086957	0.130114401147	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	6288.17391304	2340.82608696	0.271274317645	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	113640764	79076138	2.28777646835	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	305865620.8	229850227.8	3.02373267741	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	126480.8	68533.8	1.18269798264	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	126480.8	68533.8	1.18269798264	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	54523.2	32303.2	1.45378937894	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	30310.4	14619.4	0.931706073545	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	30310.4	14514.4	0.918865535579	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	7755.2	3621.2	0.87595549105	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	38968596	23521642	0.37640506346	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	35371926	58796229	0.624374864305	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	631969	487558	0.435503565345	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	631969	487558	0.435503565345	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	31659	13568	0.299997788931	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	4671	16145	0.775605303613	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	4671	16228	0.776496483085	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	1730	6899	0.799513269208	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	21815385	12749241	0.368852276891	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	35601400	40413993	0.531655384588	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	133200	75253	1.29865221668	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	133200	75253	1.29865221668	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	22200	20	0.000900090009001	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	PASS	PASS	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	2960	12731	0.811356828755	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	2960	12836	0.812610787541	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	740	3394	0.820996613449	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_miss_rate	0.000762306129234	0.00185860399868	0.00109629786945	1.43813335274	0.109629786945	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_miss_rate	0.383453845756	0.834688897926	0.45123505217	1.17676496706	45.123505217	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_miss_rate	0.011888594398	0.0116265207372	0.000262073660754	0.0220441249807	0.0262073660754	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_miss_rate	0.0403983110724	0.0667556357771	0.0263573247047	0.652436302532	2.63573247047	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_miss_rate	0.000762306129234	0.00182683856936	0.00106453244013	1.39646317838	0.106453244013	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_miss_rate	0.383453845756	0.84252369789	0.459069852135	1.19719715219	45.9069852135	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_miss_rate	0.011888594398	0.0117276794936	0.00016091490432	0.0135352337655	0.016091490432	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_miss_rate	0.0403983110724	0.0681354010296	0.0277370899571	0.686590335605	2.77370899571	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_miss_rate	0.000762306129234	0.00135915527281	0.000596849143579	0.782952046023	0.0596849143579	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_miss_rate	0.383453845756	0.77250133144	0.389047485684	1.01458751813	38.9047485684	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_miss_rate	0.011888594398	0.0114412104913	0.000447383906626	0.0376313541913	0.0447383906626	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_miss_rate	0.0403983110724	0.0669639405906	0.0265656295181	0.65759257783	2.65656295181	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_miss_rate	0.000762306129234	0.00181879940596	0.00105649327673	1.38591733191	0.105649327673	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_miss_rate	0.383453845756	0.845018450185	0.461564604429	1.20370315629	46.1564604429	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_miss_rate	0.011888594398	0.0118430479848	4.55464131348e-05	0.00383110160967	0.00455464131348	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
LAYER_ANCHOR_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_miss_rate	0.0403983110724	0.0672402481893	0.0268419371169	0.664432160759	2.68419371169	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_miss_rate	0.000762306129234	0.0171523041951	0.0163899980658	21.5005460894	1.63899980658	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_miss_rate	0.383453845756	0.109638554217	0.273815291539	0.714076269073	27.3815291539	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_miss_rate	0.011888594398	0.0182794391062	0.00639084470822	0.537561001266	0.639084470822	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
STRATIFIED_RANDOM_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_miss_rate	0.0403983110724	0.0142585551331	0.0261397559394	0.647050711909	2.61397559394	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_miss_rate	0.000762306129234	0.000381243736158	0.000381062393076	0.499881056262	0.0381062393076	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	REPORTED_NO_RATE_QUALIFICATION_THRESHOLD	INCONCLUSIVE	TRUE	rate recomputed from separately weighted numerator and denominator; count errors retained in their own rows
